5,4,1,6,1,4,13,13,10,0,1,0,0,2,1,0,13,11,13,14,17,15,0,0,5,0,0,2,0,2,2,2,2,2,0,1,2,2,2,2,2,3,2,2,2,0,1,0,2,0,2,2,1,3,2,2,2,2,2,3,2,3,3,0,1,3,3,0,2,1,1,1,1,1
6,6,1,6,2,11,15,13,12,1,5,2,0,3,1,0,19,14,12,9,15,11,3,2,2,2,2,0,2,0,0,0,-1,0,2,1,-1,-1,-1,-1,-1,2,-1,0,0,2,4,2,-1,2,-1,0,4,2,0,-1,-1,-1,-1,2,-1,2,2,2,4,2,2,2,0,4,4,4,4,4
7,7,1,9,1,7,18,13,15,0,-1,5,0,2,2,0,8,20,12,13,10,13,1,6,0,8,5,1,8,1,1,1,1,1,5,1,1,1,1,1,1,0,1,1,1,5,4,8,1,5,1,1,-1,4,1,1,1,1,1,0,1,0,0,5,3,4,0,5,1,4,4,4,4,4
6,1,1,9,2,13,18,15,13,1,1,3,0,3,2,0,10,16,16,12,16,14,5,3,3,3,3,2,3,2,2,2,1,2,3,3,1,1,1,1,1,3,1,2,2,3,0,3,1,3,1,2,0,3,2,1,1,1,1,3,1,3,3,3,0,3,3,3,2,4,4,4,4,4
8,4,1,9,2,6,16,14,12,0,-1,2,0,1,1,0,9,15,17,12,15,11,2,2,4,2,2,0,2,0,0,0,1,0,2,3,1,1,1,1,1,2,1,0,0,2,-1,2,1,2,1,0,-1,2,0,1,1,1,1,2,1,2,2,2,-1,2,2,2,0,1,1,1,1,1,1
9,5,1,9,2,8,14,13,11,0,1,1,0,2,1,0,13,13,10,11,11,13,2,3,2,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1
10,1,1,9,2,11,14,13,11,1,2,0,0,2,1,0,13,11,13,10,17,10,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,3,0,3,3,0,1,3,3,0,0,3,3,3,3,3
11,7,1,9,1,9,14,13,11,1,4,1,0,2,1,0,15,12,13,13,12,10,3,2,1,,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,2,1,1,1,1,0,2,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,2,2,2,2,2
2,5,1,9,2,6,14,14,10,0,0,0,0,2,1,0,10,10,11,13,15,13,0,2,4,0,0,5,4,1,6,1,1,5,0,0,1,5,1,1,1,2,1,0,0,0,0,0,1,0,1,0,0,2,0,1,1,1,1,2,1,6,2,0,0,6,2,0,0,1,1,1,1,1
2,4,1,9,2,7,16,15,11,0,1,1,0,2,2,0,12,13,14,10,11,17,1,3,2,1,1,3,1,3,3,3,0,3,1,2,0,0,0,0,0,0,0,3,3,1,1,1,0,1,0,3,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,1,1,1,1
1,2,1,12,2,15,14,13,11,1,1,1,0,2,1,0,11,13,19,16,13,8,5,1,1,1,1,-1,1,-1,-1,-1,3,-1,1,4,7,3,3,7,3,1,3,-1,-1,1,0,1,3,1,3,-1,0,1,-1,3,3,3,3,1,3,1,1,1,0,1,1,1,-1,4,4,4,4,4
3,5,1,6,2,9,13,13,10,0,0,0,0,2,1,0,11,10,13,15,16,12,3,0,5,0,0,1,0,1,1,1,2,1,0,5,6,2,6,2,2,3,2,5,1,0,0,0,2,0,2,1,0,3,1,2,2,2,2,3,2,3,3,0,0,3,3,0,1,2,2,2,2,2
4,1,1,12,2,10,13,13,11,0,2,1,0,2,1,0,15,13,15,12,15,11,4,1,4,1,1,4,1,0,0,0,1,0,1,2,1,5,1,1,1,2,1,0,0,1,2,1,1,1,1,0,6,2,0,1,1,1,1,2,1,2,2,1,2,2,6,1,0,4,4,4,4,4
5,7,1,6,1,4,16,13,13,0,-1,3,0,2,2,0,8,17,10,11,13,13,0,2,3,3,3,1,3,1,1,1,0,1,3,4,0,0,0,0,0,1,0,1,1,3,-1,6,0,3,0,1,-1,1,1,0,0,0,0,1,0,1,1,3,-1,1,1,3,1,1,1,1,1,1
7,3,1,12,2,8,18,14,14,0,1,4,0,3,2,0,13,18,12,10,16,13,2,5,3,8,4,1,4,5,1,1,0,1,4,1,0,0,0,0,0,3,4,1,1,4,1,8,0,8,0,1,1,3,1,0,0,0,0,3,4,3,3,4,1,3,3,4,0,3,3,3,3,3
8,3,1,9,2,5,16,13,13,0,0,3,0,2,2,0,10,16,10,16,12,13,1,2,3,3,3,1,3,1,1,1,3,1,3,4,7,7,7,7,7,1,3,1,1,3,0,3,3,3,3,1,0,1,1,3,3,3,3,1,3,1,1,3,0,1,1,3,1,1,1,1,1,1
9,1,1,12,2,8,16,12,14,0,0,3,0,2,1,0,10,17,11,11,12,10,2,5,3,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,7,0,3,0,7,0,0,0,1,0,0,0,0,0,5,0,1,1,3,0,5,1,3,0,3,3,3,3,3
10,1,1,6,2,13,15,15,10,1,3,0,0,2,2,0,14,10,16,11,20,18,5,0,5,0,0,4,0,4,4,4,0,4,0,3,0,0,0,0,0,9,0,4,4,0,2,0,0,0,0,4,2,5,4,0,0,0,0,5,0,5,5,0,2,5,9,0,4,4,4,4,4,4
11,1,1,6,2,10,20,15,15,1,2,5,0,2,3,20,13,20,15,11,14,14,4,7,2,5,5,2,5,2,2,2,0,2,5,2,0,4,0,0,0,2,0,2,2,5,1,9,0,9,0,2,1,2,2,0,0,0,0,2,0,2,2,5,1,2,6,5,2,5,5,5,5,5
